"id","obligation","count"
1364,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe SDHI enthält, nicht mehr als 2 mal pro Parzelle und Jahr ausgebracht werden.",1
1365,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses Pflanzenschutzmittel nicht mehr als 2 Mal pro Parzelle uns Jahr  ausgebracht werden.",1
1366,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 1 mal pro Parzelle und Jahr ausgebracht werden.",1
1367,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 3 mal pro Kultur ausgebracht werden.",1
1368,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 1 Behandlung pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe HRAC Nr. 02.",1
1369,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Anwendungen in dieser Indikation. Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der SDHI dürfen nicht mehr als 3 Mal und Pflanzenschutzmittel mit einem Wirkstoff der QoI (Quinone outside Inhibitors) dürfen nicht mehr als 4 Mal pro Jahr ausgebracht werden.",1
1370,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine).",1
1371,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur und Jahr mit Produkten aus den Wirkstoffgruppen FRAC Nr. 3 (DeMethylation Inhibitors, DMI = Sterolsynthesehemmer, SSH) oder FRAC Nr.7 (Succinate Dehydrogenase Inhibitors, SDHI).",1
1372,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC H5 (Carboxylic acid amides, CAA) oder FRAC B3 (benzamides and thiazole carboxamides, z.B. Zoxamid).",1
1373,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 45 (QoSI, Quinone outside inhibitor stigmatellin binding type).",1
1374,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur mit Produkten aus den Wirkstoffgruppen FRAC Nr. 3 (DeMethylation Inhibitors, DMI = Sterolsynthesehemmer, SSH) oder FRAC Nr.7 (Succinate Dehydrogenase Inhibitors, SDHI).",1
1375,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC Nr.7 (succinate dehydrogenase inhibitors, SDHI) oder FRAC Nr.11 (Strobilurine, QoI-Hemmer).",1
1376,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine). Davon maximal 2 aufeinanderfolgende Behandlungen.",1
1377,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40.",1
1378,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe.",1
1379,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 5 Behandlungen  pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC H5 (Carboxylic acid amides, CAA) oder FRAC B3 (benzamides and thiazole carboxamides, z.B. Zoxamid).",1
1380,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 5 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40 (Carboxylic acid amides, CAA).",1
1381,"SPa1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches einen Wirkstoff aus der Gruppe der Aryl-phenyl-ketone (Metrafenon und Pyriofenon) enthält nicht mehr als 3 Mal pro Parzelle und Jahr ausgebracht werden, wovon höchstens 2 aufeinander folgende Behandlungen erlaubt sind.",1
1382,"SPa1: Zur Vermeidung einer Resistenzbildung maximal  6 Anwendungen pro Parzelle und Jahr (2 Applikationsperioden à 3 Behandlungen) mit Produkten aus der Wirkstoffgruppe FRAC G1 oder G2 (Sterolsynthesehemmer, SSH).  Es müssen mindestens 2 Monate Abstand zwischen den Applikationsperioden eingehalten werden.",1
1383,"SPa1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC G1 oder G2 (Sterolsynthesehemmer, SSH).",1
1384,"SPe 1 - Zum Schutz von Grundwasser das Pflanzenschutzmittel Infinito oder andere Fluopicolidehaltige Pflanzenschutzmittel nicht mehr als 4 mal pro Kultur und maximal alle 3 Jahre auf derselben Parzelle anwenden.",1
1385,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Chlorantraniliprolhaltige Pflanzenschutzmittel nicht mehr als 2 mal pro Kultur und maximal alle 2 Jahre auf derselben Parzelle anwenden.",1
1386,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Penoxsulam-haltige Pflanzenschutzmittel maximal alle 3 Jahre auf derselben Parzelle anwenden.",1
1387,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 0.75 kg des Wirkstoffs Dimethachlor pro ha auf der gleichen Parzelle innerhalb von 3 Jahren anwenden.",1
1388,"SPe 1 - Zum Schutz von Grundwasser nicht mehr als 60 g des Wirkstoffs Isoxaflutole pro Hektar auf derselben Parzelle innerhalb von 3 Jahren anwenden.",1
1389,"Spe 1 - Zum Schutz von Grundwasser nur alle 3 Jahre auf derselben Parzelle im Herbst in Getreide anwenden.",1
1390,"Spe 3: Zum Schutz von Gewässerorganismen eine unbehandelte Pufferzone von 20 m zu Oberflächengewässern einhalten.",1
1391,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 100 m zu Oberflächengewässern einhalten. Zum Schutz vor den Folgen einer Abschwemmung müssen eine mit einer geschlossenen Pflanzendecke bewachsene Pufferzone von mindestens 6 m eingehalten werden und die Fahrgassen mit einer geschlossenen Pflanzendecke bedeckt sein. Reduktion der Distanz aufgrund von Drift und Ausnahmen gemäss den Weisungen der Zulassungsstelle.",1
1392,"SPe 3: Zum Schutz von Nichtzielarthropoden vor den Folgen von Drift eine unbehandelte Pufferzone von 3 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",1
1393,"SPe 3: Zum Schutz von wildlebenden Säugern max. 1 Anwendung pro Parzelle und Jahr mit einem Trifloxystrobin-haltigen Produkt.",1
1394,"SPe 8: Gefährlich für Bienen - Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Blühende Einsaaten oder Unkräuter vor der Behandlung entfernen (mähen oder mulchen). Eine unbehandelte Pufferzone von 20 m zu blühenden Pflanzen in benachbarten Parzellen einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden.",1
1395,"Spe1 - Zum Schutz von Grundwasser keine weitere Anwendung des Wirkstoffs während drei Jahren auf derselben Parzelle nach der Herbstanwendung von Imazamox.",1
1396,"Speziell empfindliche Maissorten sind auf Packungen und in Empfehlungen zu erwähnen.",1
1397,"Splitbehandlung (angegebene Aufwandmenge entspricht total bewilligter Menge pro Parzelle und Jahr): Keimblatt- bis 2-Blattstadium: 0.2-0.3 l/ha; 4- bis 6-Blattstadium: 0.5-0.9 l/ha.",1
1398,"Splitbehandlung: 2 x 30g/ha im Abstand von 10 bis 14 Tagen.",1
1399,"Splitbehandlung. 1. Behandlung: max. 1.0 l/ha; 2. Behandlung: max. 1.0 l/ha (angegebene Aufwandmenge entspricht total bewilligter Menge).",1
1400,"Splitbehandlungen möglich (2 x 0.6 l/ha im Abstand von 3-7 Tagen).",1
1401,"Splitbehandlungen möglich (gemäss den Angaben der Bewilligungsinhaberin).",1
1402,"Splitbehandlungen möglich.",1
1403,"Spritzbehandlung der Wurzeln.",1
1404,"Tauchbehandlung der Blumenzwiebel.",1
1405,"Tauchbehandlung.",1
1406,"Teilwirkung gegen Rhizoctonia-solani-Krankheit.",1
1407,"Tiefere Dosierung in Mischung mit Elumis gemäss Gebrauchsanweisung.",1
1408,"V.a. im Frühjahr Einsatz gegen Kartoffelblattläuse",1
1409,"Verwendung nur in Wohn- und Büroräumen sowie in Wintergärten.",1
1410,"Von Giessapplikationen ist abzusehen, da in der Erde sehr schwer abbaubare Rückstände entstehen.",1
1411,"Während mind. 3 Stunden nach der Applikation muss eine Luftfeuchtigkeit von mind. 75 % gewährleistet sein.",1
1412,"Wassermenge: 10'000 l/ha, resp. 1 l/m².",1
1413,"Wassermenge: 300-400 L/ha.",1
1414,"Wirkung gegen Pythium nur in Steinwollkulturen.",1
1415,"Wirkung ungenügend bei stark anfälligen Sorten.",1
1416,"Zum Zeitpunkt der Behandlung dürfen keine anderen Kulturen als Tomaten im Gewächshaus angebaut werden.",1
1417,"Zur Anzucht von Jungpflanzen und Setzlingen, letzte Anwendung spätestens 14 Tage nach der Pflanzung an den definitiven Standort.",1
1418,"Zur Anzucht von Jungpflanzen.",1
1419,"Zur Vermeidung von Phytotoxizität, eine maximale Konzentration von 0,6 l/hl der Brühe verwenden.",1
